timestamp,load,ram_usage
574309160,0.317767,0.7307279
575310257,0.398366,0.7309294
576311040,0.35664,0.7309294
577312127,0.352572,0.7309294
578313192,0.347512,0.7309294
579314195,0.345274,0.7309294
580315340,0.339659,0.7309294
581316335,0.34561402,0.7309294
582317105,0.344841,0.7309294
583318228,0.345465,0.7309294
584319046,0.345512,0.7309294
585320199,0.344487,0.7309294
586320993,0.345712,0.7309294
587322163,0.345215,0.7309294
588323112,0.339757,0.7309294
589324221,0.347281,0.7309294
590325334,0.349957,0.7309294
591326196,0.346345,0.7309294
592327033,0.346272,0.7309294
593328077,0.345216,0.7309294
594328403,0.347217,0.7309294
595329075,0.342405,0.7309294
596330172,0.341899,0.7309294
597331063,0.34522802,0.7309294
598331993,0.344976,0.7309294
599333159,0.346735,0.7309294
600334739,0.344689,0.7309294
601335791,0.345719,0.7309294
602336673,0.345896,0.7309294
603337156,0.338039,0.7309294
604339352,0.347979,0.7309294
605339107,0.349103,0.7309294
606340127,0.34688,0.7309294
607341132,0.348082,0.7309294
608342179,0.346227,0.7309294
609343375,0.345788,0.7309294
610344197,0.345241,0.7309294
611345062,0.33825,0.7309294
612346252,0.345215,0.7309294
613346993,0.348015,0.7309294
614347993,0.34364,0.7309294
615348993,0.346342,0.7309294
616349993,0.347453,0.7309294
617351063,0.346114,0.7309294
618352626,0.340789,0.7309294
619353466,0.346659,0.7309294
620353068,0.35233802,0.7309294
621354131,0.34475,0.7309294
622354993,0.347188,0.7309294
623356062,0.34705,0.7309294
624357128,0.344356,0.7309294
625357993,0.346273,0.7309294
626358993,0.340243,0.7309294
627360126,0.346051,0.7309294
628361180,0.344067,0.7309294
629361993,0.349106,0.7309294
630363183,0.34499002,0.7309294
631365197,0.347811,0.7309294
632366519,0.346043,0.7309294
633367417,0.342789,0.7309294
634368171,0.342911,0.7309294
635369066,0.347254,0.7309294
636369993,0.346683,0.7309294
637371027,0.34500802,0.7309294
638372065,0.345494,0.7309294
639373129,0.344289,0.7309294
640374133,0.34552202,0.7309294
641375254,0.341751,0.7309294
642376248,0.345579,0.7309294
643377186,0.347437,0.7309294
644378239,0.348426,0.7309294
645379129,0.346941,0.7309294
646883977,0.342286,0.7309294
