timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
595807061,0,0,0,-17000,0,110.892006,3.1415925,4294967.5,3750050.2,99.99,99.99,100,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
596008019,0,0,0,-17000,0,110.91,3.1415925,4294967.5,3750050.2,99.99,99.99,100,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
596207079,0,0,0,-17000,0,110.92801,3.1415925,4294967.5,3750050.2,99.99,99.99,100,9,0.0,0.0,0.0,0.0,0.0,0,0,0,0
596407093,0,0,0,-17000,0,110.94601,3.1415925,4294967.5,3750050.5,99.99,99.99,100,9,0.0,0.0,0.0,0.0,0.0,0,0,0,0
596607368,0,0,0,-17000,0,110.964005,3.1415925,4294967.5,3750050.5,99.99,99.99,100,9,0.0,0.0,0.0,0.0,0.0,0,0,0,0
596806023,0,0,0,-17000,0,110.982,3.1415925,4294967.5,3750050.5,99.99,99.99,100,9,0.0,0.0,0.0,0.0,0.0,0,0,0,0
597006188,0,0,0,-17000,0,111.00001,3.1415925,4294967.5,3750050.5,99.99,99.99,100,9,0.0,0.0,0.0,0.0,0.0,0,0,0,0
597206162,0,0,0,-17000,0,111.018005,3.1415925,4294967.5,3750050.5,99.99,99.99,100,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
597407018,0,0,0,-17000,0,111.036,3.1415925,4294967.5,3750050.5,99.99,99.99,100,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
597604022,0,0,0,-17000,0,111.05401,3.1415925,4294967.5,3750050.8,99.99,99.99,100,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
597806026,0,0,0,-17000,0,111.07201,3.1415925,4294967.5,3750050.8,99.99,99.99,100,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
598006112,0,0,0,-17000,0,111.090004,3.1415925,4294967.5,3750050.8,99.99,99.99,100,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
598209018,0,0,0,-17000,0,111.108,3.1415925,4294967.5,3750050.8,99.99,99.99,100,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
598407120,0,0,0,-17000,0,111.12601,3.1415925,4294967.5,3750050.8,99.99,99.99,100,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
598607564,0,0,0,-17000,0,111.144005,3.1415925,4294967.5,3750050.8,99.99,99.99,100,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
598806133,0,0,0,-17000,0,111.162,3.1415925,4294967.5,3750050.8,99.99,99.99,100,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
599008198,0,0,0,-17000,0,111.18001,3.1415925,4294967.5,3750051.0,99.99,99.99,100,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
599208170,0,0,0,-17000,0,111.198006,3.1415925,4294967.5,3750051.0,99.99,99.99,100,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
599409019,0,0,0,-17000,0,111.216,3.1415925,4294967.5,3750051.0,99.99,99.99,100,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
599608316,0,0,0,-17000,0,111.23401,3.1415925,4294967.5,3750051.2,99.99,99.99,100,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
599808131,0,0,0,-17000,0,111.25201,3.1415925,4294967.5,3750051.2,99.99,99.99,100,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
600007105,0,0,0,-17000,0,111.270004,3.1415925,4294967.5,3750051.2,99.99,99.99,100,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
600208185,0,0,0,-17000,0,111.288,3.1415925,4294967.5,3750051.2,99.99,99.99,99,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
600407021,0,0,0,-17000,0,111.30601,3.1415925,4294967.5,3750051.2,99.99,99.99,99,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
600606019,0,0,0,-17000,0,111.324005,3.1415925,4294967.5,3750051.2,99.99,99.99,99,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
600806022,0,0,0,-17000,0,111.342,3.1415925,4294967.5,3750051.5,99.99,99.99,99,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
601007020,0,0,0,-17000,0,111.36001,3.1415925,4294967.5,3750051.5,99.99,99.99,99,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
601207326,0,0,0,-17000,0,111.378006,3.1415925,4294967.5,3750051.5,99.99,99.99,99,14,0.0,0.0,0.0,0.0,0.0,0,0,0,0
601407708,0,0,0,-17000,0,111.396,3.1415925,4294967.5,3750051.5,99.99,99.99,99,14,0.0,0.0,0.0,0.0,0.0,0,0,0,0
601607324,0,0,0,-17000,0,111.41401,3.1415925,4294967.5,3750051.5,99.99,99.99,99,14,0.0,0.0,0.0,0.0,0.0,0,0,0,0
601806024,0,0,0,-17000,0,111.43201,3.1415925,4294967.5,3750051.5,99.99,99.99,99,14,0.0,0.0,0.0,0.0,0.0,0,0,0,0
602008176,0,0,0,-17000,0,111.450005,3.1415925,4294967.5,3750051.8,99.99,99.99,99,14,0.0,0.0,0.0,0.0,0.0,0,0,0,0
602207037,0,0,0,-17000,0,111.467,3.1415925,4294967.5,3750051.8,99.99,99.99,99,18,0.0,0.0,0.0,0.0,0.0,0,0,0,0
602407019,0,0,0,-17000,0,111.48501,3.1415925,4294967.5,3750051.8,99.99,99.99,99,18,0.0,0.0,0.0,0.0,0.0,0,0,0,0
602608021,0,0,0,-17000,0,111.503006,3.1415925,4294967.5,3750051.8,99.99,99.99,99,18,0.0,0.0,0.0,0.0,0.0,0,0,0,0
602808018,0,0,0,-17000,0,111.521,3.1415925,4294967.5,3750051.8,99.99,99.99,99,18,0.0,0.0,0.0,0.0,0.0,0,0,0,0
603008017,0,0,0,-17000,0,111.53901,3.1415925,4294967.5,3750051.8,99.99,99.99,99,18,0.0,0.0,0.0,0.0,0.0,0,0,0,0
603208022,0,0,0,-17000,0,111.55701,3.1415925,4294967.5,3750052.0,99.99,99.99,99,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0
