timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,discharged_mah,remaining,scale,cell_count,connected,system_source,priority,warning
639539935,13.940001,13.574041,17.7444,19.340864,566.34937,0.31567478,1.1233809,4,1,1,0,0
640032790,14.0466,13.684571,14.9916,17.018736,568.4514,0.33731568,1.1190147,4,1,1,0,0
640536790,13.9154005,13.785963,12.6356,14.756929,570.297,0.35446054,1.1155797,4,1,1,0,0
641042308,14.3664,13.87818,11.3584,12.874785,571.92377,0.36915722,1.112652,4,1,1,0,0
641535197,14.145,13.968789,9.3868,11.325555,573.31824,0.3840703,1.1096967,4,1,1,0,0
642039915,14.514,14.080342,7.5764,9.750137,574.5404,0.40487245,1.1056007,4,1,1,0,0
642543918,14.2598,14.164474,6.1256,8.019828,575.4916,0.4113754,1.1043264,4,1,1,0,0
643036714,14.5222,14.259604,4.6252003,6.3670673,576.19794,0.41886622,1.1028622,4,1,1,0,0
643541516,14.5058,14.332946,3.4596,4.994209,576.7643,0.4164216,1.1033397,4,1,1,0,0
644045598,14.596,14.416974,3.0256,3.9273512,577.20856,0.41851872,1.10293,4,1,1,0,0
644539124,14.4894,14.469716,2.7031999,3.3907957,577.6159,0.41775045,1.10308,4,1,1,0,0
645043914,14.6534,14.518032,3.0131998,3.1747346,578.038,0.4221151,1.1022283,4,1,1,0,0
645548787,14.5632,14.552783,3.038,3.086877,578.4617,0.4261595,1.1014403,4,1,1,0,0
646040714,14.7436,14.585882,0.39679998,2.8045132,578.83093,0.43004435,1.1006844,4,1,1,0,0
646546215,14.751801,14.63572,0.39679998,1.4099835,578.88257,0.431699,1.1003628,4,1,1,0,0
