timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,magnetometer_timestamp_relative,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],baro_timestamp_relative,baro_alt_meter,baro_temp_celcius
574934877,0.07609448,-0.007368666,0.020683922,4000,0,-0.7638419,-0.48094323,-9.818907,4000,-3608,-0.13190635,-0.19003826,0.33161238,-873,-53.30459,42.399998
574938877,-0.0076528355,0.034755852,0.020823412,4000,0,0.2853094,-0.3327245,-10.558582,4000,-7608,-0.13190635,-0.19003826,0.33161238,-4873,-53.30459,42.399998
574942877,-0.10663984,-0.008008126,0.026071222,4000,0,0.78129816,1.0495248,-9.4948015,4000,-11608,-0.13190635,-0.19003826,0.33161238,-8873,-53.30459,42.399998
574946877,0.06590188,0.0028668256,0.011590242,4000,0,-0.46177372,-0.19520421,-9.542598,4000,-15608,-0.13190635,-0.19003826,0.33161238,-1555,-52.80795,42.399998
574950877,0.051465474,0.018783743,0.00072649796,4000,0,-0.3023833,-0.6634543,-10.63068,4000,-19608,-0.13190635,-0.19003826,0.33161238,-5555,-52.80795,42.399998
574954877,-0.15254146,0.0036976354,0.012519473,4000,0,1.1823958,0.77244365,-9.630361,4000,-1878,-0.13190635,-0.18878634,0.33052197,-9555,-52.80795,42.399998
574958877,0.023015913,-0.0017310102,-0.007754025,4000,0,-0.13896114,0.4724392,-9.236922,4000,-5878,-0.13190635,-0.18878634,0.33052197,-2873,-52.47684,42.399998
574962877,0.10857208,-0.003967759,-0.02674589,4000,0,-0.6102025,-0.71510756,-10.275403,4000,-9878,-0.13190635,-0.18878634,0.33052197,-6873,-52.47684,42.399998
574966917,-0.11680869,0.017278569,-0.00819761,4040,0,1.0587218,0.47417986,-10.116756,4040,-13918,-0.13190635,-0.18878634,0.33052197,-10913,-52.47684,42.399998
574970877,-0.04230035,-0.0066968617,-0.013611158,3960,0,0.072777264,1.1222329,-9.221249,3960,-17878,-0.13190635,-0.18878634,0.33052197,-14873,-52.47684,42.399998
574974877,0.12679228,-0.0031750016,-0.031448003,4000,0,-0.782009,-0.5366672,-9.941314,4000,-21878,-0.13190635,-0.18878634,0.33052197,-18873,-52.47684,42.399998
574978877,-0.047729548,0.031492274,-0.01660429,4000,0,0.6579463,0.034967925,-10.592525,4000,-2871,-0.13470148,-0.17626715,0.32506987,-22873,-52.47684,42.399998
574982877,-0.10125156,-0.007255053,-0.0020010367,4000,0,0.6107997,1.2235363,-9.42047,4000,-6871,-0.13470148,-0.17626715,0.32506987,-3541,-53.055637,42.399998
574986877,0.108970396,-0.0019688809,-0.013064373,4000,0,-0.6371437,-0.4035674,-9.691478,4000,-10871,-0.13470148,-0.17626715,0.32506987,-7541,-53.055637,42.399998
574990877,0.02780215,0.0149569055,-0.009894622,4000,0,-0.10235773,-0.501648,-10.523823,4000,-14871,-0.13470148,-0.17626715,0.32506987,-562,-52.558987,42.399998
574994877,-0.12660837,-0.00027674684,0.017655691,4000,0,0.96101034,0.86060095,-9.594793,4000,-18871,-0.13470148,-0.17626715,0.32506987,-4562,-52.558987,42.399998
