timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,magnetometer_timestamp_relative,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],baro_timestamp_relative,baro_alt_meter,baro_temp_celcius
194757343,-0.16058491,-0.0022304822,-0.017727721,4000,0,-0.11647002,0.95545655,-8.549666,4000,-5349,-0.14588198,-0.1850306,0.35451114,-19348,-40.708817,34.7
194761343,0.26420933,-0.021438604,-0.040936597,4000,0,-0.904437,-0.97273695,-10.167574,4000,-9349,-0.14588198,-0.1850306,0.35451114,-1349,-40.045822,34.7
194765343,-0.062179632,0.003959795,-0.0044906,4000,0,1.3555874,0.31594965,-10.672768,4000,-13349,-0.14588198,-0.1850306,0.35451114,-5349,-40.045822,34.7
194769343,-0.19106326,0.0021074053,-0.002203959,4000,0,0.033119705,1.0434163,-8.6334,4000,-17349,-0.14588198,-0.1850306,0.35451114,-9349,-40.045822,34.7
194773343,0.24405581,-0.021878544,-0.02620353,4000,0,-1.1166815,-0.9457974,-9.927494,4000,-21349,-0.14588198,-0.1850306,0.35451114,-2338,-40.62531,34.7
194777343,-0.023191774,0.011760166,0.0073294924,4000,0,1.2393103,0.0664697,-10.771552,4000,-3348,-0.11373801,-0.17877099,0.33052197,-6338,-40.62531,34.7
194781343,-0.22464794,0.008032967,0.020786583,4000,0,0.2648293,1.1688863,-8.6341915,4000,-7348,-0.11373801,-0.17877099,0.33052197,-10338,-40.62531,34.7
194785343,0.2229906,-0.024259092,-0.009044913,4000,0,-1.1600462,-0.91395134,-9.678535,4000,-11348,-0.11373801,-0.17877099,0.33052197,-3340,-40.791687,34.7
194789343,0.027654327,0.012029063,0.017050482,4000,0,1.0669069,-0.2626832,-10.845514,4000,-15348,-0.11373801,-0.17877099,0.33052197,-7340,-40.791687,34.7
194793344,-0.25510114,0.0058653257,0.03695315,4001,0,0.49187002,1.2127001,-8.745078,4001,-19349,-0.11373801,-0.17877099,0.33052197,-11341,-40.791687,34.7
194797343,0.20007914,-0.029123269,0.0017685316,3999,0,-1.1946986,-0.8512684,-9.429268,3999,-1304,-0.11234044,-0.17501523,0.34033573,-15340,-40.791687,34.7
194801343,0.069101706,0.012225523,0.011848855,4000,0,1.0552095,-0.52822876,-10.951159,4000,-5304,-0.11234044,-0.17501523,0.34033573,-19340,-40.791687,34.7
194805343,-0.27001053,0.004577685,0.030723348,4000,0,0.7612705,1.1869389,-8.810249,4000,-9304,-0.11234044,-0.17501523,0.34033573,-1338,-40.211575,34.7
194809343,0.17004183,-0.026000924,-0.007414482,4000,0,-1.2099515,-0.7422868,-9.244508,4000,-13304,-0.11234044,-0.17501523,0.34033573,-5338,-40.211575,34.7
194813346,0.1091355,0.012340423,-0.008468605,4003,0,0.8609761,-0.751038,-10.949609,4003,-17307,-0.11234044,-0.17501523,0.34033573,-9341,-40.211575,34.7
194817343,-0.2720398,0.0082349535,0.014065361,3997,0,0.9825059,1.1520613,-9.034078,3997,-21304,-0.11234044,-0.17501523,0.34033573,-2349,-39.88007,34.7
194821343,0.12610596,-0.024537016,-0.022798508,4000,0,-1.0906119,-0.51654774,-9.141801,4000,-4304,-0.12771365,-0.17251137,0.34796864,-6349,-39.88007,34.7
194825343,0.14444643,0.006229487,-0.026890233,4000,0,0.68708533,-0.7900243,-10.959519,4000,-8304,-0.12771365,-0.17251137,0.34796864,-10349,-39.88007,34.7
194829343,-0.26117212,0.0013964613,0.0024915512,4000,0,1.0528725,1.0773267,-9.121605,4000,-12304,-0.12771365,-0.17251137,0.34796864,-3341,-40.460197,34.7
194833344,0.094477646,-0.023623317,-0.030998481,4001,0,-1.0465822,-0.37128893,-9.128641,4001,-16305,-0.12771365,-0.17251137,0.34796864,-7342,-40.460197,34.7
194837343,0.16094385,0.0013001293,-0.031710755,3999,0,0.4096254,-0.89395124,-10.894263,3999,-20304,-0.12771365,-0.17251137,0.34796864,-11341,-40.460197,34.7
194841343,-0.24269626,0.002428482,0.004580504,4000,0,1.0127226,1.03977,-9.38926,4000,-1350,-0.1374966,-0.18878634,0.34687823,-15341,-40.460197,34.7
194845343,0.054610208,-0.019836012,-0.021146717,4000,0,-1.02018,-0.14384878,-8.95921,4000,-5350,-0.1374966,-0.18878634,0.34687823,-19341,-40.460197,34.7
194849343,0.18998483,0.00021032254,-0.023028858,4000,0,0.08785397,-0.9906753,-10.834785,4000,-9350,-0.1374966,-0.18878634,0.34687823,-1338,-40.54307,34.71
194853343,-0.23103021,0.005070084,0.019660056,4000,0,1.2073152,1.0174917,-9.652241,4000,-13350,-0.1374966,-0.18878634,0.34687823,-5338,-40.54307,34.71
194857343,0.011784664,-0.0139151625,-0.0047796043,4000,0,-0.86427265,0.10852907,-8.899506,4000,-17350,-0.1374966,-0.18878634,0.34687823,-9338,-40.54307,34.71
194861343,0.21378003,-0.009616596,-0.0069385204,4000,0,-0.14194298,-0.9988497,-10.833139,4000,-21350,-0.1374966,-0.18878634,0.34687823,-2349,-40.377323,34.71
194865343,-0.20795049,0.0071976995,0.03369616,4000,0,1.2302239,0.8872164,-9.77473,4000,-3350,-0.123520955,-0.18002291,0.33706447,-6349,-40.377323,34.71
194869343,-0.02070261,-0.008961489,0.013528903,4000,0,-0.6866638,0.2290389,-8.802944,4000,-7350,-0.123520955,-0.18002291,0.33706447,-10349,-40.377323,34.71
194873343,0.23142372,-0.010000645,-0.0027454405,4000,0,-0.22306658,-1.0627427,-10.791565,4000,-11350,-0.123520955,-0.18002291,0.33706447,-3304,-40.460197,34.71
194877343,-0.19424035,0.0109511465,0.031771287,4000,0,1.4294224,0.9036251,-9.999657,4000,-15350,-0.123520955,-0.18002291,0.33706447,-7304,-40.460197,34.71
194881343,-0.055520296,-0.009392601,0.012458634,4000,0,-0.5221239,0.45640102,-8.666374,4000,-19350,-0.123520955,-0.18002291,0.33706447,-11304,-40.460197,34.71
194885343,0.25262868,-0.012675479,-0.0085841445,4000,0,-0.38141993,-1.1546237,-10.79224,4000,-1348,-0.11653314,-0.17751907,0.34033573,-15304,-40.460197,34.71
