timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],n_states,vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,nan_flags,health_flags,timeout_flags,pre_flt_fail
203478187,-0.29769185,-3.4886675,-1.0032439,0.006101209,0.042534422,-0.1253214,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0003104396,0.0003104396,0.00031062355,0.015778542,0.015778534,0.01609027,3.703401e-05,3.7034017e-05,3.7069854e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,191,0
203688325,-0.29552728,-3.4797106,-1.0313878,0.015974596,0.042524412,-0.1475557,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0032995031,0.0032995027,0.0033173512,0.017935393,0.017935386,0.018300822,3.7244165e-05,3.7244172e-05,3.728001e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
203888479,-0.29358438,-3.4710293,-1.0616106,0.016596548,0.04212311,-0.15172867,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0076093175,0.007609315,0.0076737157,0.019992823,0.019992815,0.020409413,3.744432e-05,3.7444326e-05,3.7480164e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
204088661,-0.29148376,-3.462585,-1.0939589,0.008997987,0.04407452,-0.15984437,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.013515913,0.013515909,0.013660042,0.022053545,0.022053538,0.022521298,3.764451e-05,3.7644517e-05,3.7680355e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
204298720,-0.28863865,-3.4538436,-1.1303697,0.0140498895,0.040197175,-0.18475777,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.021612154,0.021612145,0.021880094,0.024219183,0.024219176,0.02474063,3.7854566e-05,3.7854574e-05,3.789041e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
204498843,-0.28503105,-3.445652,-1.1686149,0.015075363,0.039824206,-0.1965004,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.031307098,0.031307086,0.0317355,0.026285492,0.026285484,0.026858097,3.80547e-05,3.8054706e-05,3.8090544e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
204698969,-0.2808105,-3.4379103,-1.2099036,0.014668852,0.039452877,-0.21606943,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.043105613,0.043105602,0.043740124,0.028354878,0.02835487,0.028978646,3.825483e-05,3.825484e-05,3.8290676e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
204899209,-0.27627146,-3.4312184,-1.2549032,0.025696307,0.029709598,-0.2328189,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.057183534,0.05718352,0.05807405,0.030428508,0.0304285,0.031103471,3.8455077e-05,3.8455084e-05,3.849092e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
205109406,-0.27237186,-3.4243906,-1.3055824,0.020067647,0.027634457,-0.25550398,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.07459094,0.07459092,0.07580825,0.03260856,0.032608554,0.033337276,3.866527e-05,3.8665275e-05,3.8701113e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
205309646,-0.26652443,-3.4209254,-1.3580667,0.034142315,0.012553739,-0.26283845,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.09385399,0.093853965,0.09544221,0.034688532,0.034688525,0.03546844,3.886551e-05,3.8865517e-05,3.8901355e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
205509717,-0.25857392,-3.4196846,-1.4126601,0.044000424,0.0022864754,-0.2819765,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.115884036,0.115884006,0.117905095,0.036769852,0.036769845,0.037600927,3.9065588e-05,3.9065595e-05,3.9101433e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
205719781,-0.24953601,-3.4187467,-1.4728489,0.044359934,0.012339081,-0.29422167,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.14219296,0.14219293,0.14473985,0.0389585,0.038958494,0.039843284,3.9275666e-05,3.9275674e-05,3.931151e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
205919846,-0.24080068,-3.4174192,-1.5334027,0.052621532,0.0077940617,-0.31316426,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.17045292,0.1704529,0.17357294,0.041046187,0.04104618,0.04198213,3.9475744e-05,3.947575e-05,3.951159e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
206120069,-0.2315286,-3.4150953,-1.5969462,0.037586063,0.018047234,-0.3174033,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.2020366,0.20203657,0.205805,0.04313868,0.04313867,0.04412584,3.9675964e-05,3.967597e-05,3.971181e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
206320189,-0.22232665,-3.4117703,-1.6625026,0.049798768,0.018637886,-0.33085442,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.23707427,0.23707424,0.24156956,0.045233272,0.045233265,0.046271622,3.987609e-05,3.9876097e-05,3.9911934e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
206530271,-0.21198498,-3.4085133,-1.7340807,0.058831524,0.011884032,-0.35045227,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.27777523,0.2777752,0.28312284,0.047435567,0.04743556,0.04852766,4.0086183e-05,4.008619e-05,4.0122028e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
206730572,-0.2025352,-3.4059067,-1.8049281,0.047668755,0.018329721,-0.36122933,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.3204974,0.32049736,0.32674715,0.049538624,0.049538616,0.05068196,4.028648e-05,4.0286486e-05,4.0322324e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
206930641,-0.19406669,-3.4041092,-1.8779439,0.035769936,0.0063542337,-0.371715,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.36716065,0.36716062,0.37440282,0.05164247,0.051642463,0.05283699,4.0486546e-05,4.0486553e-05,4.052239e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
207140850,-0.1854497,-3.4021342,-1.9569955,0.04202888,0.008011914,-0.37844747,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.42067307,0.42067304,0.4290608,0.053856436,0.05385643,0.05510475,4.069676e-05,4.0696767e-05,4.0732604e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,191,0
207340919,-0.17620008,-3.4001076,-2.0340068,0.046218157,0.012524064,-0.38854373,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.47605133,0.47605127,0.48563153,0.05596694,0.055966932,0.057266455,4.0896844e-05,4.089685e-05,4.093269e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
207541026,-0.16702494,-3.3980045,-2.113352,0.049479187,0.012258428,-0.40659797,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.5359536,0.5359535,0.5468303,0.05808112,0.058081113,0.05943184,4.1096966e-05,4.1096973e-05,4.113281e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
207741344,-0.15739894,-3.3952909,-2.1959286,0.031074988,0.0139247235,-0.4105505,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.6006129,0.6006128,0.6128954,0.060200825,0.060200818,0.061602816,4.1297288e-05,4.1297295e-05,4.1333133e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
207941586,-0.14873499,-3.3926454,-2.2797208,0.043421958,0.011523264,-0.42433992,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.67011505,0.670115,0.6839152,0.062323038,0.06232303,0.063776284,4.1497537e-05,4.1497544e-05,4.153338e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
208151704,-0.13757747,-3.3876016,-2.368221,0.051298667,0.022596143,-0.42866087,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.7484674,0.7484673,0.76398516,0.064553484,0.06455348,0.06606051,4.1707663e-05,4.170767e-05,4.1743508e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
208351765,-0.12638904,-3.382289,-2.454874,0.05957348,0.02809239,-0.43760562,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.82841116,0.8284111,0.84568775,0.0666806,0.066680595,0.06823886,4.190773e-05,4.1907737e-05,4.1943575e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
208551773,-0.11429171,-3.3765578,-2.544213,0.06964305,0.02741278,-0.45773605,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.91371936,0.9137193,0.9328788,0.0688105,0.06881049,0.07041999,4.2107746e-05,4.2107753e-05,4.214359e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
208761838,-0.10046814,-3.3711588,-2.6135132,0.067322135,0.03379429,-0.4677069,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0093061,1.009306,1.0305814,0.07105112,0.07105111,0.07271442,4.2317824e-05,4.231783e-05,4.235367e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
208962064,-0.08671276,-3.366098,-2.6135132,0.0725948,0.015716245,-0.48001057,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.1063093,1.1063092,1.1297377,0.07319026,0.07319025,0.07490484,4.251806e-05,4.2518066e-05,4.2553904e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
209162227,-0.07164823,-3.3623195,-2.6135132,0.07459845,0.022410363,-0.48960987,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.2092104,1.2092103,1.2349284,0.075332135,0.07533213,0.077098,4.2718224e-05,4.271823e-05,4.275407e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
209362404,-0.05578782,-3.3586607,-2.6135132,0.078755096,0.009762796,-0.50500584,0.0001450378,5.303211e-06,-0.005002039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.3182232,1.3182231,1.3463722,0.07747759,0.07747758,0.07929471,4.2918407e-05,4.2918415e-05,4.2954252e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,255,0
