timestamp,load,ram_usage
200459074,0.328292,0.6865431
201459533,0.393213,0.73704004
202459376,0.378072,0.7373758
203460081,0.37911502,0.7375101
204461251,0.37913302,0.7375101
205462543,0.370578,0.7375101
206463015,0.35454,0.7375101
207464141,0.357737,0.7375101
208465076,0.36299402,0.7375101
209466079,0.35755,0.7375101
210467130,0.359241,0.7375101
211468114,0.362554,0.7375101
212469036,0.35875902,0.7375101
213470152,0.354694,0.7375101
214471011,0.360002,0.7375101
215472130,0.363363,0.7375101
216472110,0.361258,0.7375101
217473245,0.356915,0.7375101
218474499,0.363795,0.7375101
219475066,0.357828,0.7375101
220476046,0.362061,0.7375101
221476993,0.349625,0.7375101
222477993,0.358142,0.7375101
223479063,0.35842,0.7375101
224479993,0.357533,0.7375101
225481191,0.357461,0.7375101
226482128,0.361752,0.7375101
227483194,0.360225,0.7375101
228484231,0.359612,0.7375101
229484993,0.356709,0.7375101
230486391,0.362579,0.7375101
231486993,0.36037,0.7375101
232488180,0.358524,0.7375101
233490751,0.358027,0.7375101
234491526,0.364688,0.7375101
235491993,0.357135,0.7375101
236493974,0.355556,0.7375101
237495159,0.355679,0.7375101
238495993,0.362815,0.7375101
239496993,0.357917,0.7375101
240498149,0.360547,0.7375101
241499228,0.358587,0.7375101
242500034,0.363529,0.7375101
243501158,0.363355,0.7375101
244502341,0.351603,0.7375101
245503207,0.360851,0.7375101
246503993,0.36308,0.7375101
247505753,0.3563,0.7375101
248507325,0.361781,0.7375101
249508180,0.35785902,0.7375101
250509712,0.357101,0.7375101
251511196,0.358082,0.7375101
252512159,0.352637,0.7375101
253512062,0.359964,0.7375101
254513255,0.358401,0.7375101
255513993,0.357213,0.7375101
256515063,0.360179,0.7375101
257516125,0.361765,0.7375101
258518063,0.359534,0.7375101
259519107,0.356717,0.7375101
260520114,0.356961,0.7375101
261520993,0.358209,0.7375101
262522062,0.359238,0.7375101
263523118,0.35617802,0.7375101
264523993,0.359544,0.7375101
265525033,0.358532,0.7375101
266527650,0.359309,0.7375101
267528158,0.352569,0.7375101
268529191,0.360053,0.7375101
269530002,0.359369,0.7375101
270530993,0.358392,0.7375101
271532084,0.363872,0.7375101
272532122,0.36192,0.7375101
273534046,0.357502,0.7375101
274535558,0.355527,0.7375101
275535993,0.353271,0.7375101
276538276,0.35984302,0.7375101
277539551,0.358462,0.7375101
278540001,0.35824,0.7375101
279542380,0.360012,0.7375101
280543299,0.360287,0.7375101
281544787,0.358657,0.7375101
282546115,0.35204,0.7375101
283547014,0.355859,0.7375101
284548770,0.36312202,0.7375101
285547993,0.359997,0.7375101
286549072,0.363944,0.7375101
287550107,0.36042202,0.7375101
288551169,0.36666802,0.7375101
289552126,0.357777,0.7375101
290553199,0.353806,0.7375101
291554186,0.359266,0.7375101
292555122,0.358305,0.7375101
293556221,0.35976002,0.7375101
294557340,0.360217,0.7375101
295558121,0.358629,0.7375101
296558993,0.364312,0.7375101
297560116,0.356847,0.7375101
298561313,0.354749,0.7375101
299562067,0.36182,0.7375101
300563211,0.366224,0.7375101
301564307,0.358357,0.7375101
302565193,0.359176,0.7375101
303566136,0.357723,0.7375101
304567121,0.358978,0.7375101
305567993,0.353778,0.7375101
306569190,0.355916,0.7375101
307570060,0.360109,0.7375101
308571110,0.358273,0.7375101
309572065,0.358579,0.7375101
310574603,0.358585,0.7375101
311575146,0.363144,0.7375101
312576128,0.360047,0.7375101
313577177,0.356486,0.7375101
314578266,0.361897,0.7375101
315579090,0.360536,0.7375101
316579285,0.362299,0.7375101
317580126,0.362833,0.7375101
318581193,0.371354,0.7375101
319581993,0.368939,0.7375101
320583121,0.367457,0.7375101
321583996,0.353391,0.7375101
322585191,0.360562,0.7375101
323586163,0.360239,0.7375101
324587066,0.360399,0.7375101
325587998,0.357379,0.7375101
326589191,0.360595,0.7375101
327590124,0.361413,0.7375101
328590993,0.357284,0.7375101
329592117,0.36379302,0.7375101
330593028,0.358506,0.7375101
331593993,0.362889,0.7375101
332595047,0.358406,0.7375101
333595998,0.355867,0.7375101
334597574,0.361584,0.7375101
335599328,0.358246,0.7375101
336600092,0.356555,0.7375101
337601212,0.357441,0.7375101
338602035,0.361104,0.7375101
339603119,0.35925502,0.7375101
340604181,0.361119,0.7375101
341605731,0.360091,0.7375101
342607698,0.362999,0.7375101
343608146,0.361165,0.7375101
344609198,0.355147,0.7375101
345610039,0.360028,0.7375101
346610993,0.360903,0.7375101
347612120,0.357023,0.7375101
348613147,0.360486,0.7375101
349614105,0.359032,0.7375101
350615236,0.359979,0.7375101
351616117,0.363373,0.7375101
352617273,0.367913,0.7375101
353617993,0.357768,0.7375101
354618993,0.359936,0.7375101
355619993,0.360635,0.7375101
356621062,0.359408,0.7375101
357621993,0.363756,0.7375101
358622993,0.36273,0.7375101
359624115,0.351049,0.7375101
360625266,0.356367,0.7375101
361626223,0.358353,0.7375101
362627118,0.362763,0.7375101
363627993,0.358397,0.7375101
364629640,0.361631,0.7375101
365629213,0.364137,0.7375101
366630455,0.35551602,0.7375101
367631574,0.358747,0.7375101
368632568,0.370913,0.7375101
369633463,0.36342502,0.7375101
370634442,0.361009,0.7375101
371635047,0.364547,0.7375101
372635308,0.35873,0.7375101
373636118,0.363925,0.7375101
374636993,0.356491,0.7375101
375638121,0.355311,0.7375101
376639117,0.361365,0.7375101
377640117,0.361626,0.7375101
378641221,0.357176,0.7375101
379643144,0.359746,0.7375101
380644160,0.35686702,0.7375101
381645257,0.361075,0.7375101
382645468,0.35637,0.7375101
383646241,0.356408,0.7375101
384647046,0.362892,0.7375101
385647993,0.365033,0.7375101
386648993,0.357526,0.7375101
387650159,0.359284,0.7375101
388651157,0.36076,0.7375101
389652034,0.355402,0.7375101
390652993,0.354154,0.7375101
391654181,0.359548,0.7375101
392654327,0.358191,0.7375101
393655208,0.360992,0.7375101
394655993,0.357586,0.7375101
395657027,0.359604,0.7375101
396658290,0.361375,0.7375101
397659040,0.352727,0.7375101
398660321,0.363192,0.7375101
399660993,0.363073,0.7375101
400661993,0.360069,0.7375101
401662993,0.361061,0.7375101
402663993,0.357773,0.7375101
403665638,0.355938,0.7375101
404666105,0.361598,0.7375101
405667213,0.352016,0.7375101
406667993,0.357784,0.7375101
407668993,0.35891,0.7375101
408670491,0.360019,0.7375101
409671402,0.358949,0.7375101
410671993,0.361123,0.7375101
411672121,0.355153,0.7375101
412672993,0.359499,0.7375101
413674123,0.360636,0.7375101
414675112,0.35799,0.7375101
415676027,0.357773,0.7375101
416677062,0.36111,0.7375101
417677993,0.355711,0.7375101
418679119,0.360618,0.7375101
419680046,0.358107,0.7375101
420682360,0.355054,0.7375101
421683165,0.359361,0.7375101
422684075,0.360769,0.7375101
423685009,0.357138,0.7375101
424686608,0.36180902,0.7375101
425687117,0.35917,0.7375101
426688075,0.358232,0.7375101
427689062,0.365163,0.7375101
428690147,0.357765,0.7375101
429690993,0.357446,0.7375101
430692092,0.360009,0.7375101
431693062,0.361104,0.7375101
432694130,0.359276,0.7375101
433694993,0.35783,0.7375101
434695993,0.35891,0.7375101
435696993,0.357568,0.7375101
436698064,0.356397,0.7375101
437699117,0.356102,0.7375101
438700308,0.360209,0.7375101
439700993,0.362318,0.7375101
440702033,0.357021,0.7375101
441703110,0.359552,0.7375101
442703993,0.364002,0.7375101
443704993,0.35935,0.7375101
444706091,0.358013,0.7375101
445707062,0.357588,0.7375101
446708147,0.358707,0.7375101
447708993,0.362122,0.7375101
448710040,0.356973,0.7375101
449711241,0.358577,0.7375101
450711993,0.358411,0.7375101
451712993,0.355432,0.7375101
452715179,0.35809,0.7375101
453716091,0.360055,0.7375101
454718616,0.358307,0.7375101
455719112,0.364268,0.7375101
456720139,0.361504,0.7375101
457721027,0.358756,0.7375101
458722278,0.358988,0.7375101
459723241,0.356453,0.7375101
460724076,0.359142,0.7375101
461725004,0.3611,0.7375101
462725340,0.35712,0.7375101
463726194,0.361057,0.7375101
464726998,0.358908,0.7375101
465728105,0.35734,0.7375101
466728993,0.354467,0.7375101
467730106,0.357333,0.7375101
468730993,0.358801,0.7375101
469732117,0.360546,0.7375101
470732993,0.364775,0.7375101
471734062,0.357516,0.7375101
472735118,0.359896,0.7375101
473736111,0.35695902,0.7375101
474737191,0.356207,0.7375101
475737242,0.362725,0.7375101
476738068,0.359224,0.7375101
477739117,0.356446,0.7375101
478740157,0.359912,0.7375101
479740993,0.358185,0.7375101
480741993,0.35866,0.7375101
481742993,0.353167,0.7375101
482744046,0.35804302,0.7375101
483745292,0.361749,0.7375101
484746175,0.363446,0.7375101
485746993,0.359,0.7375101
486747993,0.357437,0.7375101
487749585,0.357468,0.7375101
488748993,0.359947,0.7375101
489751332,0.355131,0.7375101
490752048,0.355503,0.7375101
491752993,0.355439,0.7375101
492754092,0.357095,0.7375101
493755033,0.360549,0.7375101
494755993,0.355839,0.7375101
495757219,0.359186,0.7375101
496757993,0.358218,0.7375101
497759243,0.358923,0.7375101
498760432,0.363119,0.7375101
499761481,0.35879,0.7375101
500762121,0.356596,0.7375101
501763149,0.358034,0.7375101
502763993,0.357072,0.7375101
503764993,0.35785002,0.7375101
504765993,0.351778,0.7375101
505767256,0.36034,0.7375101
506768043,0.358305,0.7375101
507769136,0.357338,0.7375101
508770122,0.35597602,0.7375101
509771027,0.362263,0.7375101
510772352,0.357144,0.7375101
511773284,0.361134,0.7375101
512773993,0.357553,0.7375101
513775122,0.357127,0.7375101
514776113,0.363546,0.7375101
515777724,0.357604,0.7375101
516778508,0.362427,0.7375101
517779067,0.35946602,0.7375101
