timestamp,load,ram_usage
518779993,0.358597,0.7375101
519781543,0.357953,0.7375101
520784144,0.356788,0.7375101
521785191,0.358267,0.7375101
522786187,0.358743,0.7375101
523787063,0.356962,0.7375101
524788071,0.359913,0.7375101
525789675,0.358275,0.7375101
526789993,0.366232,0.7375101
527791069,0.355496,0.7375101
528792783,0.357361,0.7375101
529793534,0.356685,0.7375101
530794189,0.36044902,0.7375101
531795145,0.36037,0.7375101
532796066,0.359028,0.7375101
533797285,0.356569,0.7375101
534798146,0.360767,0.7375101
535799157,0.350988,0.7375101
536800074,0.359626,0.7375101
537801266,0.358774,0.7375101
538802144,0.361434,0.7375101
539803140,0.364825,0.7375101
541009749,0.555605,0.7375101
