timestamp,error_count,pressure,altitude,temperature,device_id
201247358,0,1016.42,-26.354134,47.73,3998474
201257995,0,1016.48,-26.852308,47.73,3998474
201269005,0,1016.44,-26.520193,47.73,3998474
201289996,0,1016.48,-26.852308,47.739998,3998474
201300670,0,1016.41,-26.271101,47.739998,3998474
201310995,0,1016.45996,-26.686253,47.739998,3998474
201332994,0,1016.44995,-26.603224,47.739998,3998474
201344664,0,1016.47,-26.76928,47.739998,3998474
201355005,0,1016.45996,-26.686253,47.739998,3998474
201377620,0,1016.45996,-26.686253,47.739998,3998474
201388728,0,1016.38,-26.022003,47.739998,3998474
201398993,0,1016.48,-26.852308,47.739998,3998474
201421050,0,1016.45996,-26.686253,47.739998,3998474
201432662,0,1016.43,-26.437164,47.739998,3998474
201443004,0,1016.42,-26.354134,47.739998,3998474
201465004,0,1016.41,-26.271101,47.739998,3998474
201476311,0,1016.47,-26.76928,47.739998,3998474
201487554,0,1016.50995,-27.101385,47.739998,3998474
201508993,0,1016.47,-26.76928,47.739998,3998474
201520398,0,1016.45996,-26.686253,47.739998,3998474
201530994,0,1016.44995,-26.603224,47.739998,3998474
201552994,0,1016.44,-26.520193,47.739998,3998474
201564310,0,1016.43,-26.437164,47.739998,3998474
201574994,0,1016.41,-26.271101,47.739998,3998474
201597804,0,1016.47,-26.76928,47.739998,3998474
201608340,0,1016.45996,-26.686253,47.739998,3998474
201617988,0,1016.44995,-26.603224,47.739998,3998474
201639005,0,1016.47,-26.76928,47.739998,3998474
201649994,0,1016.45996,-26.686253,47.739998,3998474
201660997,0,1016.50995,-27.101385,47.739998,3998474
201682994,0,1016.47,-26.76928,47.739998,3998474
201693994,0,1016.51996,-27.18441,47.739998,3998474
201705055,0,1016.45996,-26.686253,47.739998,3998474
201727747,0,1016.39996,-26.18807,47.739998,3998474
201738167,0,1016.45996,-26.686253,47.739998,3998474
201749004,0,1016.51996,-27.18441,47.739998,3998474
201771005,0,1016.44,-26.520193,47.739998,3998474
201780995,0,1016.44,-26.520193,47.739998,3998474
201791994,0,1016.44,-26.520193,47.739998,3998474
201813995,0,1016.49,-26.935335,47.739998,3998474
201824994,0,1016.47,-26.76928,47.739998,3998474
201835995,0,1016.48,-26.852308,47.739998,3998474
201858206,0,1016.47,-26.76928,47.739998,3998474
201868993,0,1016.44995,-26.603224,47.739998,3998474
201880003,0,1016.38995,-26.105038,47.739998,3998474
201901004,0,1016.48,-26.852308,47.739998,3998474
201911993,0,1016.42,-26.354134,47.739998,3998474
201923003,0,1016.39996,-26.18807,47.739998,3998474
201944994,0,1016.44,-26.520193,47.739998,3998474
201955994,0,1016.42,-26.354134,47.739998,3998474
201967025,0,1016.41,-26.271101,47.739998,3998474
201988994,0,1016.41,-26.271101,47.739998,3998474
201999993,0,1016.38995,-26.105038,47.739998,3998474
202011063,0,1016.44,-26.520193,47.739998,3998474
202032049,0,1016.41,-26.271101,47.739998,3998474
202042999,0,1016.44,-26.520193,47.739998,3998474
202053994,0,1016.43,-26.437164,47.739998,3998474
202075994,0,1016.42,-26.354134,47.739998,3998474
202086995,0,1016.44,-26.520193,47.739998,3998474
202098340,0,1016.44995,-26.603224,47.739998,3998474
202120006,0,1016.42,-26.354134,47.739998,3998474
202131000,0,1016.45996,-26.686253,47.739998,3998474
202142333,0,1016.43,-26.437164,47.739998,3998474
202163318,0,1016.43,-26.437164,47.75,3998474
202174279,0,1016.47,-26.76928,47.75,3998474
202185329,0,1016.44,-26.520193,47.75,3998474
202207319,0,1016.45996,-26.686253,47.75,3998474
202218997,0,1016.44995,-26.603224,47.75,3998474
202230279,0,1016.44,-26.520193,47.75,3998474
202251999,0,1016.48,-26.852308,47.75,3998474
202262995,0,1016.47,-26.76928,47.75,3998474
202274256,0,1016.48,-26.852308,47.75,3998474
202295994,0,1016.44995,-26.603224,47.75,3998474
202306994,0,1016.47,-26.76928,47.75,3998474
202318758,0,1016.44995,-26.603224,47.75,3998474
202340053,0,1016.42,-26.354134,47.75,3998474
202350994,0,1016.44995,-26.603224,47.75,3998474
202362278,0,1016.41,-26.271101,47.75,3998474
202383327,0,1016.39996,-26.18807,47.75,3998474
202394271,0,1016.44995,-26.603224,47.75,3998474
202405355,0,1016.39996,-26.18807,47.75,3998474
202427339,0,1016.5,-27.01836,47.75,3998474
202438848,0,1016.47,-26.76928,47.75,3998474
202449321,0,1016.42,-26.354134,47.75,3998474
202470277,0,1016.50995,-27.101385,47.75,3998474
202481007,0,1016.45996,-26.686253,47.75,3998474
202492012,0,1016.41,-26.271101,47.75,3998474
202512994,0,1016.42,-26.354134,47.75,3998474
202523994,0,1016.39996,-26.18807,47.75,3998474
202535005,0,1016.44995,-26.603224,47.75,3998474
202557000,0,1016.38995,-26.105038,47.75,3998474
202568409,0,1016.42,-26.354134,47.75,3998474
202578996,0,1016.39996,-26.18807,47.75,3998474
202600994,0,1016.38995,-26.105038,47.75,3998474
202612005,0,1016.41,-26.271101,47.75,3998474
202622994,0,1016.42,-26.354134,47.75,3998474
202644994,0,1016.39996,-26.18807,47.75,3998474
202655998,0,1016.38,-26.022003,47.75,3998474
202666994,0,1016.44995,-26.603224,47.75,3998474
202688488,0,1016.41,-26.271101,47.75,3998474
202699005,0,1016.38995,-26.105038,47.75,3998474
202710365,0,1016.44,-26.520193,47.75,3998474
202732000,0,1016.39996,-26.18807,47.75,3998474
202743057,0,1016.39996,-26.18807,47.75,3998474
202753995,0,1016.44,-26.520193,47.75,3998474
202776048,0,1016.41,-26.271101,47.76,3998474
202787060,0,1016.41,-26.271101,47.76,3998474
202798462,0,1016.43,-26.437164,47.76,3998474
202819993,0,1016.45996,-26.686253,47.75,3998474
202831121,0,1016.38995,-26.105038,47.75,3998474
202841994,0,1016.42,-26.354134,47.75,3998474
202863994,0,1016.44995,-26.603224,47.75,3998474
202875062,0,1016.38995,-26.105038,47.75,3998474
202885997,0,1016.38995,-26.105038,47.75,3998474
202908677,0,1016.45996,-26.686253,47.76,3998474
202919244,0,1016.38995,-26.105038,47.76,3998474
202929994,0,1016.41,-26.271101,47.76,3998474
202951119,0,1016.44,-26.520193,47.76,3998474
202961995,0,1016.44,-26.520193,47.76,3998474
202973004,0,1016.44,-26.520193,47.76,3998474
202995120,0,1016.39996,-26.18807,47.76,3998474
203005337,0,1016.48,-26.852308,47.76,3998474
203015994,0,1016.38995,-26.105038,47.76,3998474
203038580,0,1016.42,-26.354134,47.76,3998474
203049330,0,1016.41,-26.271101,47.76,3998474
203060005,0,1016.41,-26.271101,47.76,3998474
203082002,0,1016.41,-26.271101,47.76,3998474
203093355,0,1016.45996,-26.686253,47.76,3998474
203103993,0,1016.41,-26.271101,47.76,3998474
203126000,0,1016.43,-26.437164,47.76,3998474
203137355,0,1016.41,-26.271101,47.76,3998474
203148571,0,1016.44995,-26.603224,47.76,3998474
203169994,0,1016.44995,-26.603224,47.76,3998474
203181460,0,1016.47,-26.76928,47.76,3998474
203192005,0,1016.42,-26.354134,47.76,3998474
203213994,0,1016.38995,-26.105038,47.77,3998474
203225356,0,1016.41,-26.271101,47.77,3998474
203235998,0,1016.51996,-27.18441,47.77,3998474
203257994,0,1016.39996,-26.18807,47.77,3998474
203269365,0,1016.47,-26.76928,47.77,3998474
203280040,0,1016.41,-26.271101,47.77,3998474
203302005,0,1016.44,-26.520193,47.77,3998474
203313310,0,1016.44995,-26.603224,47.77,3998474
