timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
202481885,-0.018209914,0.033588674,0.006777251,0.73081064,-0.006084994,-0.004117394,0.6825408,0.0,0.0,0.0,0.0,0
202513884,-0.00012844242,-0.01007807,0.007882783,0.7306735,-0.0059530716,-0.004097979,0.6826889,0.0,0.0,0.0,0.0,0
202545884,-0.010336503,0.02365585,-0.004141033,0.7306461,-0.006068485,-0.0040813973,0.68271726,0.0,0.0,0.0,0.0,0
202577884,-0.001510174,-0.0016374784,0.007944096,0.73054475,-0.0060179243,-0.004096655,0.68282604,0.0,0.0,0.0,0.0,0
202605884,-0.0156294,0.023842419,-0.00035131874,0.73044795,-0.0060587893,-0.004092375,0.6829293,0.0,0.0,0.0,0.0,0
202637884,0.02368212,-0.040710248,-0.0045637665,0.730429,-0.006000103,-0.004088394,0.6829501,0.0,0.0,0.0,0.0,0
202669884,-0.0221663,0.034836702,0.011462724,0.7302923,-0.00611862,-0.0040934035,0.68309516,0.0,0.0,0.0,0.0,0
202701885,0.012459746,-0.029705051,-0.0065954598,0.7302508,-0.0060176407,-0.0040817014,0.6831405,0.0,0.0,0.0,0.0,0
202734684,-0.021085067,0.028315874,0.0151654035,0.7301427,-0.006133924,-0.004074909,0.6832551,0.0,0.0,0.0,0.0,0
202766684,0.0022357982,-0.0076928968,-0.0038023703,0.730072,-0.00603401,-0.004053664,0.68333155,0.0,0.0,0.0,0.0,0
202798685,0.005305999,0.00936645,0.0033336782,0.73002625,-0.006107083,-0.0040771086,0.68337965,0.0,0.0,0.0,0.0,0
202826684,0.039021187,-0.03743033,-0.007321599,0.7299273,-0.0060376683,-0.0040794453,0.6834859,0.0,0.0,0.0,0.0,0
202858684,-0.029912254,0.028268402,0.00050591957,0.72987103,-0.006101023,-0.004092627,0.6835455,0.0,0.0,0.0,0.0,0
202890684,0.024025653,-0.033440504,-2.7080067e-05,0.729797,-0.006024265,-0.0040915166,0.6836251,0.0,0.0,0.0,0.0,0
202922684,-0.042373657,0.028053489,0.008746556,0.7296863,-0.0061296243,-0.004096033,0.68374234,0.0,0.0,0.0,0.0,0
202954684,0.0039301496,-0.02298485,0.004246128,0.72965384,-0.006011324,-0.0041004173,0.683778,0.0,0.0,0.0,0.0,0
202986684,-0.023017008,0.02080292,0.010227115,0.7295307,-0.0061448296,-0.004116378,0.6839081,0.0,0.0,0.0,0.0,0
203018684,-0.0024046125,-0.0062603643,0.0041874824,0.72948784,-0.0060207266,-0.004077677,0.6839552,0.0,0.0,0.0,0.0,0
203046684,-0.012145215,0.017527385,-0.0027386546,0.729426,-0.0060423203,-0.0041158693,0.68402064,0.0,0.0,0.0,0.0,0
203078684,0.023527183,-0.023727952,-0.00858266,0.72932273,-0.006033911,-0.00406946,0.6841312,0.0,0.0,0.0,0.0,0
203110684,-0.013801443,0.011560479,-0.0031158759,0.72927463,-0.0060781194,-0.004095741,0.6841819,0.0,0.0,0.0,0.0,0
203142684,0.022035185,-0.027379366,0.0003966121,0.7291747,-0.0060024513,-0.0040783756,0.6842892,0.0,0.0,0.0,0.0,0
203174684,-0.014273839,0.016937679,0.0030790372,0.7291216,-0.006090057,-0.0040790318,0.68434495,0.0,0.0,0.0,0.0,0
203206684,0.018823594,-0.02361431,0.0029536781,0.72904575,-0.0060095144,-0.0040579103,0.68442655,0.0,0.0,0.0,0.0,0
203238684,-0.015237501,0.010105517,0.00544136,0.7289457,-0.0061147064,-0.0040804995,0.68453217,0.0,0.0,0.0,0.0,0
203270684,0.008775337,-0.014406223,-0.00089051004,0.72890985,-0.006005063,-0.0040528565,0.68457144,0.0,0.0,0.0,0.0,0
203298685,-0.01895971,0.013670877,0.0066895597,0.72881824,-0.006051973,-0.004098138,0.68466824,0.0,0.0,0.0,0.0,0
203330684,0.020325063,-0.009842116,-0.00919083,0.7287618,-0.0060424553,-0.0040845396,0.68472844,0.0,0.0,0.0,0.0,0
203363484,-0.011970187,0.009706065,0.008239278,0.7286787,-0.00605077,-0.004073905,0.684817,0.0,0.0,0.0,0.0,0
203395484,0.023211982,-0.019057969,-0.006919764,0.72857875,-0.0060190395,-0.0040280544,0.6849238,0.0,0.0,0.0,0.0,0
203427484,-0.006806436,0.0037535422,0.0022702178,0.72854483,-0.006060329,-0.0040637767,0.6849593,0.0,0.0,0.0,0.0,0
203459484,0.013473004,-0.013331814,-0.00141043,0.7284401,-0.005983116,-0.004061928,0.68507135,0.0,0.0,0.0,0.0,0
203487484,-0.022600636,0.007554357,0.00046462193,0.72838134,-0.006035325,-0.004042969,0.6851335,0.0,0.0,0.0,0.0,0
203519484,0.006386389,-0.0002355167,0.002808352,0.72832716,-0.006048553,-0.0040762923,0.68519074,0.0,0.0,0.0,0.0,0
203551484,-0.019826075,0.011692276,0.004025943,0.7282178,-0.0060272515,-0.004026594,0.6853075,0.0,0.0,0.0,0.0,0
203583484,0.011819309,-0.00020515337,-0.0054482794,0.72819245,-0.0060229017,-0.004055095,0.6853343,0.0,0.0,0.0,0.0,0
203615484,-0.0098997345,0.010691349,0.012520604,0.7280709,-0.006043431,-0.004065638,0.68546313,0.0,0.0,0.0,0.0,0
203647484,0.024190918,-0.008569246,-0.014159848,0.7280299,-0.0060002967,-0.004022303,0.6855073,0.0,0.0,0.0,0.0,0
203679484,-0.0050440393,0.00031952024,0.01020026,0.7279503,-0.006018419,-0.004076704,0.6855915,0.0,0.0,0.0,0.0,0
203711484,0.027089458,-0.0147874225,-0.010713414,0.7278623,-0.0059813857,-0.0040300605,0.6856855,0.0,0.0,0.0,0.0,0
203739484,-0.0047912616,-0.0009343942,0.0031275637,0.7278282,-0.0060287784,-0.0040329066,0.6857212,0.0,0.0,0.0,0.0,0
203771484,-0.0048050275,0.011035581,0.008271879,0.72772455,-0.006017487,-0.0040597995,0.68583107,0.0,0.0,0.0,0.0,0
203803484,-0.009419943,0.009285072,0.0069407276,0.7276697,-0.0059878165,-0.0040081223,0.68588984,0.0,0.0,0.0,0.0,0
203835484,0.010319472,0.008768061,0.0012772009,0.72760886,-0.006034518,-0.0040430403,0.6859539,0.0,0.0,0.0,0.0,0
203867484,-0.0025111,-0.00035473437,0.0009908347,0.7275178,-0.005993712,-0.0040075444,0.686051,0.0,0.0,0.0,0.0,0
203899489,0.00598933,0.0018504444,-0.0031667892,0.72746253,-0.0060376697,-0.004043914,0.68610895,0.0,0.0,0.0,0.0,0
203931484,-0.0037202723,0.00023603602,0.009146682,0.72737,-0.006016701,-0.0040318593,0.6862073,0.0,0.0,0.0,0.0,0
203963484,0.009805571,-0.00058150385,-0.010670379,0.72730577,-0.0060435543,-0.0040242057,0.68627524,0.0,0.0,0.0,0.0,0
203995488,-0.0038293786,0.001022887,0.007772255,0.727223,-0.0060084006,-0.0040394017,0.6863631,0.0,0.0,0.0,0.0,0
204024284,-0.0088885715,0.0113687245,0.004688838,0.72714645,-0.0060600983,-0.004034547,0.6864438,0.0,0.0,0.0,0.0,0
204056284,0.008379614,-0.004941954,0.00354238,0.7270988,-0.0060545513,-0.004017144,0.6864944,0.0,0.0,0.0,0.0,0
204088284,-0.0034218496,0.0064897505,-0.0004216733,0.7270033,-0.0060662455,-0.00405083,0.6865953,0.0,0.0,0.0,0.0,0
204120332,0.0017695567,0.0018304004,0.0022951595,0.7269574,-0.0060264505,-0.004035277,0.6866443,0.0,0.0,0.0,0.0,0
