timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
202467660,0,0.0,0.0,-0.30345255,-3.3994088,-1.6641325,0.0,0.0,0.0,0.0014214044,0.08302229,-0.33916697,-0.33916697,0.0,0.0,0.0,0.0,0.0,0.0,1.5024295,0.0,1.6641325,0.33916697,0.7279386,0.5196346,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
202567691,0,0.0,0.0,-0.3033641,-3.390992,-1.698523,0.0,0.0,0.0,0.0021774578,0.0829591,-0.3448996,-0.3448996,0.0,0.0,0.0,0.0,0.0,0.0,1.5031016,0.0,1.698523,0.3448996,0.75518656,0.5391205,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
202667721,0,0.0,0.0,-0.30307478,-3.382507,-1.7334932,0.0,0.0,0.0,0.0021897235,0.08428691,-0.352398,-0.352398,0.0,0.0,0.0,0.0,0.0,0.0,1.5037819,0.0,1.7334934,0.352398,0.7827113,0.5588047,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
202767751,0,0.0,0.0,-0.30274338,-3.3738003,-1.7691244,0.0,0.0,0.0,0.004711151,0.08833012,-0.3592931,-0.3592931,0.0,0.0,0.0,0.0,0.0,0.0,1.5046202,0.0,1.7691245,0.3592931,0.8105111,0.57868606,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
202877783,0,0.0,0.0,-0.3022617,-3.3638096,-1.8092227,0.0,0.0,0.0,0.0042441944,0.09119704,-0.36964816,-0.36964816,0.0,0.0,0.0,0.0,0.0,0.0,1.5052623,0.0,1.8092227,0.36964816,0.84140605,0.6007812,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
202977815,0,0.0,0.0,-0.30178553,-3.3547015,-1.8465819,0.0,0.0,0.0,0.0061198347,0.08897531,-0.3793301,-0.3793301,0.0,0.0,0.0,0.0,0.0,0.0,1.5060093,0.0,1.8465819,0.3793301,0.86977774,0.62107223,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
203077845,0,0.0,0.0,-0.301177,-3.3456988,-1.8847983,0.0,0.0,0.0,0.0075796074,0.08817678,-0.38706756,-0.38706756,0.0,0.0,0.0,0.0,0.0,0.0,1.5068643,0.0,1.8847982,0.38706756,0.89841795,0.6415554,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
203177991,0,0.0,0.0,-0.3004773,-3.3366232,-1.923923,0.0,0.0,0.0,0.008980223,0.09069387,-0.3939749,-0.3939749,0.0,0.0,0.0,0.0,0.0,0.0,1.5073965,0.0,1.9239231,0.3939749,0.9273589,0.66225404,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
203278062,0,0.0,0.0,-0.29961854,-3.327503,-1.9639213,0.0,0.0,0.0,0.009273444,0.09277122,-0.4033778,-0.4033778,0.0,0.0,0.0,0.0,0.0,0.0,1.5080427,0.0,1.9639212,0.4033778,0.9565438,0.68312746,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
203378153,0,0.0,0.0,-0.2987402,-3.318315,-2.0048127,0.0,0.0,0.0,0.0090360325,0.0928977,-0.41354403,-0.41354403,0.0,0.0,0.0,0.0,0.0,0.0,1.5087799,0.0,2.004813,0.41354403,0.9859983,0.70419383,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
203488209,0,0.0,0.0,-0.29783255,-3.4294634,-1.3484206,0.0,0.0,0.0,0.008235563,0.059314467,-0.22413358,-0.22413358,0.0,0.0,0.0,0.0,0.0,0.0,1.5096065,0.0,1.3484206,0.22413358,0.028983902,0.020503707,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
203588221,0,0.0,0.0,-0.29686877,-3.4815197,-1.0359061,0.0,0.0,0.0,0.010193827,0.044304997,-0.1400539,-0.1400539,0.0,0.0,0.0,0.0,0.0,0.0,1.5101788,0.0,1.0359061,0.1400539,0.05815139,0.04118883,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
203688325,0,0.0,0.0,-0.2958725,-3.480842,-1.0283718,0.0,0.0,0.0,0.011552497,0.043458812,-0.14224705,-0.14224705,0.0,0.0,0.0,0.0,0.0,0.0,1.510928,0.0,1.0283719,0.14224705,0.08123426,0.057596453,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
203788395,0,0.0,0.0,-0.29492375,-3.4767256,-1.0415398,0.0,0.0,0.0,0.011145281,0.04394211,-0.14916801,-0.14916801,0.0,0.0,0.0,0.0,0.0,0.0,1.5115138,0.0,1.0415398,0.14916801,0.10261733,0.07281751,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
203888479,0,0.0,0.0,-0.29393175,-3.4723969,-1.0567288,0.0,0.0,0.0,0.011684047,0.042874005,-0.15331273,-0.15331273,0.0,0.0,0.0,0.0,0.0,0.0,1.5122154,0.0,1.0567288,0.15331273,0.12336382,0.08759975,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
203988545,0,0.0,0.0,-0.2929402,-3.4682386,-1.0724988,0.0,0.0,0.0,0.009474432,0.041932385,-0.16016822,-0.16016822,0.0,0.0,0.0,0.0,0.0,0.0,1.5128196,0.0,1.0724988,0.16016822,0.14388855,0.102234095,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
204088661,0,0.0,0.0,-0.2918504,-3.4639833,-1.0887634,0.0,0.0,0.0,0.011172243,0.043937765,-0.16276492,-0.16276492,0.0,0.0,0.0,0.0,0.0,0.0,1.513624,0.0,1.0887634,0.16276492,0.16441357,0.11687618,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
204198627,0,0.0,0.0,-0.2906785,-3.459323,-1.1069648,0.0,0.0,0.0,0.011685821,0.04255627,-0.17080688,-0.17080688,0.0,0.0,0.0,0.0,0.0,0.0,1.5142828,0.0,1.1069647,0.17080688,0.18708313,0.1330548,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
204298720,0,0.0,0.0,-0.2891119,-3.455153,-1.1246084,0.0,0.0,0.0,0.0147552295,0.04101574,-0.18150856,-0.18150856,0.0,0.0,0.0,0.0,0.0,0.0,1.5148842,0.0,1.1246084,0.18150856,0.20790453,0.14791921,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
204398800,0,0.0,0.0,-0.28741804,-3.4510477,-1.1431581,0.0,0.0,0.0,0.015563523,0.041427527,-0.1891474,-0.1891474,0.0,0.0,0.0,0.0,0.0,0.0,1.515646,0.0,1.1431581,0.1891474,0.22894554,0.16294408,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
204498843,0,0.0,0.0,-0.28559065,-3.4469495,-1.1623933,0.0,0.0,0.0,0.01724814,0.040624544,-0.1956023,-0.1956023,0.0,0.0,0.0,0.0,0.0,0.0,1.5162582,0.0,1.1623933,0.1956023,0.2502283,0.1781446,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
204598886,0,0.0,0.0,-0.2836639,-3.4429576,-1.1823653,0.0,0.0,0.0,0.018055059,0.040204585,-0.20257626,-0.20257626,0.0,0.0,0.0,0.0,0.0,0.0,1.5168241,0.0,1.1823653,0.20257626,0.27177858,0.19353883,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
204698969,0,0.0,0.0,-0.28156963,-3.4390826,-1.2031441,0.0,0.0,0.0,0.022596762,0.037184726,-0.21286002,-0.21286002,0.0,0.0,0.0,0.0,0.0,0.0,1.5176325,0.0,1.2031441,0.21286002,0.29361746,0.20914139,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
204799035,0,0.0,0.0,-0.27927053,-3.4356275,-1.2249833,0.0,0.0,0.0,0.022432882,0.03349346,-0.22141388,-0.22141388,0.0,0.0,0.0,0.0,0.0,0.0,1.5182045,0.0,1.2249833,0.22141388,0.3157408,0.22494912,0.0,0.0,1,1,1,1,0,0,0,0,1,0,1
